,age,education_number,marital,occupation,race,sex,capitalgain,capitalloss,hours,country,income
2243,20,9,4,7,4,1,0,0,30,38,0
2244,20,9,4,5,4,1,0,0,40,38,0
2245,20,9,4,9,4,1,0,0,12,38,0
2246,20,12,4,9,4,1,0,0,40,38,0
2247,20,10,4,9,4,0,0,0,32,38,0
2248,20,10,4,9,2,0,0,0,40,38,0
2249,20,10,4,7,4,0,0,0,16,38,0
2250,20,9,4,0,4,1,0,0,40,38,0
2251,20,9,4,7,2,0,0,0,40,38,0
2252,20,8,4,7,4,1,0,0,35,38,0
2253,20,9,4,6,2,1,0,0,40,38,0
2254,20,10,4,7,4,1,0,0,50,38,0
2255,20,10,4,9,4,1,0,0,40,38,0
2256,20,5,4,3,4,0,0,0,40,25,0
2257,20,10,4,9,4,1,0,0,40,38,0
2258,20,10,4,0,4,0,0,0,35,38,0
2259,20,10,4,11,4,1,0,0,30,38,0
2260,20,9,2,10,2,1,0,0,30,32,0
2261,20,11,4,12,4,0,0,0,25,38,0
2262,20,12,4,9,4,0,0,0,32,38,0
2263,20,9,4,7,4,1,0,0,40,38,0
2264,20,9,4,11,4,0,0,0,23,38,0
2265,20,10,4,13,4,1,0,0,40,38,0
2266,20,10,4,9,4,1,0,0,24,38,0
2267,20,9,4,3,4,1,0,0,25,38,0
2268,20,9,4,7,4,1,0,0,25,38,0
2269,20,7,4,13,4,1,0,0,40,12,0
2270,20,2,4,4,4,1,0,0,30,7,0
2271,20,9,4,7,4,1,0,0,30,38,0
2272,20,10,4,5,4,0,0,0,6,38,0
2273,20,12,4,11,4,0,0,0,40,38,0
2274,20,10,4,11,4,1,0,0,16,38,0
2275,20,9,4,7,4,1,0,0,50,38,0
2276,20,10,4,9,4,0,0,0,40,38,0
2277,20,10,4,0,2,0,0,0,35,38,0
2278,20,9,4,7,4,0,0,0,40,25,0
2279,20,5,4,7,4,1,0,0,30,25,0
2280,20,10,4,7,4,0,0,0,16,38,0
2281,20,10,4,6,4,1,0,0,70,38,0
2282,20,9,4,0,4,1,0,0,20,38,0
2283,20,10,4,0,3,0,0,0,20,38,0
2284,20,9,4,11,4,0,0,0,30,38,0
2285,20,9,4,0,4,0,0,0,40,10,0
2286,20,9,4,13,4,1,0,0,40,38,0
2287,20,7,4,9,2,1,0,0,40,38,0
2288,20,9,4,5,4,1,0,0,35,38,0
2289,20,10,4,6,4,1,0,0,40,38,0
2290,20,10,4,9,4,1,0,0,40,38,0
2291,20,6,4,9,4,0,0,0,30,38,0
2292,20,10,4,9,4,0,0,0,20,38,0
2293,20,6,4,7,4,1,0,0,35,25,0
2294,20,10,4,0,4,0,0,0,30,38,0
2295,20,10,4,7,4,1,0,0,35,38,0
2296,20,10,4,7,4,1,0,0,30,38,0
2297,20,9,4,7,2,0,0,0,40,38,0
2298,20,10,4,0,4,0,0,0,10,38,0
2299,20,9,4,7,4,1,0,0,50,38,0
2300,20,10,4,9,4,0,0,0,40,38,0
2301,20,9,2,2,4,1,0,0,40,38,0
2302,20,10,4,7,4,1,0,0,40,38,0
2303,20,10,4,9,4,0,0,0,40,38,0
2304,20,10,4,3,4,0,0,0,40,38,0
2305,20,10,4,2,4,1,0,0,38,38,0
2306,20,10,4,10,1,0,0,0,20,38,0
2307,20,9,4,7,4,1,0,0,35,38,0
2308,20,9,2,11,4,1,0,0,40,38,0
2309,20,10,4,5,4,1,0,0,40,38,0
2310,20,9,4,9,4,0,0,0,20,38,0
2311,20,4,4,6,4,0,0,0,52,38,0
2312,20,9,4,0,4,0,0,0,40,38,0
2313,20,7,4,5,4,1,0,0,32,25,0
2314,20,10,4,9,4,0,0,0,40,38,0
2315,20,10,4,0,2,0,0,0,20,38,0
2316,20,9,4,5,4,1,0,0,40,38,0
2317,20,9,4,9,4,1,0,0,40,38,0
2318,20,10,4,9,4,0,0,0,10,38,0
2319,20,9,4,0,4,0,0,0,40,38,0
2320,20,10,4,3,4,0,0,0,30,38,0
2321,20,9,4,7,4,1,0,0,30,38,0
2322,20,9,4,11,4,0,0,0,84,38,0
2323,20,9,4,7,4,1,0,0,40,38,0
2324,20,10,4,9,4,0,0,0,40,38,0
2325,20,10,4,5,4,1,0,0,30,38,0
2326,20,7,4,7,4,0,0,0,40,38,0
2327,20,9,4,11,4,0,0,0,35,38,0
2328,20,9,4,9,4,0,0,0,30,38,0
2329,20,9,4,0,4,1,0,0,20,38,0
2330,20,9,2,0,4,1,0,0,60,38,0
2331,20,10,4,0,4,0,0,0,15,38,0
2332,20,10,4,5,4,1,0,0,20,38,0
2333,20,10,4,5,4,1,0,0,20,38,0
2334,20,10,4,11,4,0,0,0,30,38,0
2335,20,9,4,2,4,1,0,0,40,38,0
2336,20,9,4,11,4,1,0,0,40,38,0
2337,20,10,4,11,4,1,0,0,35,38,0
2338,20,10,4,13,4,1,0,0,40,38,0
2339,20,10,4,5,4,0,0,0,40,38,0
2340,20,10,4,7,4,0,0,0,35,38,0
2341,20,10,4,6,2,0,0,0,35,38,0
2342,20,9,4,2,4,1,0,0,40,7,0
2343,20,9,4,11,4,1,0,0,40,38,0
2344,20,10,4,9,4,0,0,0,15,9,0
2345,20,10,4,2,4,0,0,0,35,38,0
2346,20,9,4,7,4,0,0,0,30,38,0
2347,20,9,4,9,4,0,0,0,5,38,0
2348,20,10,4,0,4,0,0,0,10,38,0
2349,20,9,4,11,1,0,0,0,25,38,0
2350,20,9,4,7,2,1,0,0,40,38,0
2351,20,9,4,11,4,0,0,0,38,38,0
2352,20,10,4,0,4,0,0,0,40,38,0
2353,20,10,4,0,4,0,0,0,20,38,0
2354,20,12,4,7,4,0,0,0,40,38,0
2355,20,9,4,5,4,1,0,0,40,38,0
2356,20,9,4,2,4,1,0,0,30,38,0
2357,20,7,2,4,4,1,0,0,40,25,0
2358,20,9,4,11,4,1,0,0,60,38,0
2359,20,10,4,7,4,0,0,0,30,38,0
2360,20,10,4,7,4,0,0,0,25,38,0
2361,20,9,4,4,4,1,0,0,55,38,0
2362,20,10,4,9,4,0,0,0,15,38,0
2363,20,10,4,13,4,1,0,0,35,38,0
2364,20,8,4,7,4,1,0,0,35,38,0
2365,20,10,4,7,4,0,0,0,40,38,0
2366,20,10,4,9,4,0,0,0,5,38,0
2367,20,9,4,7,1,0,0,0,15,38,0
2368,20,10,4,12,4,1,0,0,15,38,0
2369,20,9,2,11,4,1,0,0,40,38,0
2370,20,7,4,9,4,1,0,0,40,7,0
2371,20,10,4,9,4,0,0,0,18,38,0
2372,20,10,4,9,4,0,0,0,40,38,0
2373,20,3,4,5,4,1,0,0,30,12,0
2374,20,10,4,7,4,1,0,0,33,7,0
2375,20,10,4,0,3,0,0,0,35,38,0
2376,20,12,4,9,4,1,0,0,30,38,0
2377,20,9,4,6,4,1,0,0,40,38,0
2378,20,9,4,2,4,1,0,0,40,38,0
2379,20,9,4,9,4,0,0,0,28,38,0
2380,20,10,4,4,4,1,0,0,40,38,0
2381,20,9,4,10,4,1,0,0,40,38,0
2382,20,6,4,5,4,1,0,0,40,38,0
2383,20,10,4,7,4,0,0,0,10,38,0
2384,20,9,4,0,4,1,0,0,30,26,0
2385,20,10,4,5,2,1,0,0,40,10,0
2386,20,14,4,3,4,1,0,0,25,38,0
2387,20,5,4,5,4,1,0,0,28,38,0
2388,20,9,4,6,4,1,0,0,40,38,0
2389,20,11,4,7,4,1,0,0,40,38,0
2390,20,10,4,9,4,0,0,0,40,38,0
2391,20,10,4,9,4,1,0,0,40,38,0
2392,20,9,4,5,4,1,0,0,15,38,0
2393,20,10,4,13,4,0,0,0,17,38,0
2394,20,12,4,3,4,0,0,0,40,38,0
2395,20,10,4,11,4,0,0,0,25,38,0
2396,20,12,4,9,4,1,0,0,20,38,0
2397,20,10,4,9,4,0,0,0,18,38,0
2398,20,10,4,0,4,0,0,0,25,38,0
2399,20,10,4,10,2,1,0,0,40,38,0
2400,20,10,4,7,4,0,0,0,30,38,0
2401,20,10,4,11,2,0,0,0,30,38,0
2402,20,10,4,7,1,1,0,0,30,38,0
2403,20,9,4,7,4,0,0,0,38,38,0
2404,20,10,4,9,4,0,0,0,30,38,0
2405,20,10,4,0,4,0,0,0,20,38,0
2406,20,10,4,0,4,0,0,0,40,38,0
2407,20,10,4,11,4,0,0,0,56,38,0
2408,20,9,4,9,4,1,0,0,40,38,0
2409,20,9,4,6,4,1,0,0,40,38,0
2410,21,11,2,2,4,1,0,2603,40,38,0
2411,21,10,2,3,4,1,0,2377,48,38,0
2412,21,10,4,7,4,0,0,2001,40,38,0
2413,21,10,4,9,4,1,0,2001,45,38,0
2414,21,10,4,9,1,1,0,1974,40,38,0
2415,21,7,3,5,4,1,0,1762,40,5,0
2416,21,10,4,11,4,0,0,1762,28,38,0
2417,21,10,4,0,4,0,0,1721,35,38,0
2418,21,9,4,7,4,0,0,1719,16,38,0
2419,21,10,4,2,4,1,0,1719,30,38,0
2420,21,9,4,7,2,1,0,1719,25,38,0
2421,21,10,4,12,4,0,0,1719,9,38,0
2422,21,10,4,12,4,1,0,1602,16,38,0
2423,21,11,4,4,4,0,0,1602,30,38,0
2424,21,10,4,3,4,1,0,1602,10,38,0
2425,21,10,4,11,2,0,0,1602,12,38,0
2426,21,10,4,11,4,0,0,1602,22,38,0
2427,21,11,2,0,4,0,0,1579,40,38,0
2428,21,9,4,9,2,0,0,1504,30,38,0
2429,21,11,4,2,4,1,0,1504,40,38,0
2430,21,9,4,2,4,1,0,1504,40,38,0
2431,21,10,4,10,2,0,99999,0,40,38,1
2432,21,8,2,0,4,0,4508,0,30,31,0
2433,21,10,4,3,4,0,4101,0,40,38,0
2434,21,9,4,11,4,0,4101,0,40,38,0
2435,21,6,2,7,4,1,3908,0,40,38,0
2436,21,10,2,9,4,0,3781,0,40,38,0
2437,21,9,4,5,4,1,3674,0,50,38,0
2438,21,9,4,5,4,1,3325,0,60,38,0
2439,21,10,4,0,4,1,2597,0,45,38,0
2440,21,9,4,6,4,1,2176,0,40,38,0
2441,21,10,4,0,4,0,2176,0,20,38,0
2442,21,10,4,9,4,0,2176,0,40,38,0
2443,21,9,4,5,2,1,2176,0,40,38,0
2444,21,11,4,3,4,0,2174,0,60,38,0
2445,21,10,2,9,2,0,2105,0,20,38,0
2446,21,9,4,9,4,0,1055,0,40,38,0
2447,21,9,4,7,4,0,1055,0,30,38,0
2448,21,10,4,9,4,0,1055,0,32,38,0
2449,21,9,4,2,4,1,594,0,40,38,0
2450,21,10,4,0,4,0,594,0,4,38,0
2451,21,10,4,6,4,1,0,0,40,38,0
2452,21,10,4,7,4,0,0,0,40,38,0
2453,21,9,4,2,4,1,0,0,35,38,0
2454,21,9,4,2,2,1,0,0,40,38,0
2455,21,9,4,5,4,1,0,0,40,38,0
2456,21,10,4,11,4,1,0,0,45,38,0
2457,21,10,4,7,1,0,0,0,25,38,0
2458,21,10,4,9,4,0,0,0,35,38,0
2459,21,9,4,5,4,1,0,0,36,38,0
2460,21,10,4,11,4,0,0,0,24,38,0
2461,21,13,4,5,4,1,0,0,40,38,0
2462,21,10,4,5,4,1,0,0,40,38,0
2463,21,10,4,5,4,1,0,0,30,38,0
2464,21,6,4,5,4,1,0,0,40,38,0
2465,21,10,4,7,4,1,0,0,20,38,0
2466,21,10,4,0,4,1,0,0,40,38,0
2467,21,10,4,4,2,1,0,0,10,38,0
2468,21,10,4,7,4,1,0,0,57,38,0
2469,21,10,4,7,2,0,0,0,8,38,0
2470,21,9,4,7,4,0,0,0,30,38,0
2471,21,10,4,7,4,1,0,0,10,38,0
2472,21,10,4,9,4,0,0,0,40,38,0
2473,21,10,4,7,4,0,0,0,40,32,0
2474,21,9,2,5,4,1,0,0,40,38,0
2475,21,10,4,7,4,1,0,0,10,38,0
2476,21,10,4,9,4,0,0,0,40,38,0
2477,21,9,2,6,4,1,0,0,40,38,0
2478,21,10,4,11,4,1,0,0,30,38,0
2479,21,10,4,12,4,0,0,0,10,38,0
2480,21,10,4,9,4,1,0,0,30,38,0
2481,21,10,4,7,4,0,0,0,37,38,0
2482,21,10,4,9,4,0,0,0,20,38,0
2483,21,11,4,6,4,1,0,0,40,38,0
2484,21,7,4,7,2,0,0,0,40,38,0
2485,21,10,4,9,4,0,0,0,40,38,0
2486,21,11,4,9,4,1,0,0,40,38,0
2487,21,10,4,7,4,0,0,0,25,38,0
2488,21,10,4,9,4,0,0,0,30,38,0
2489,21,10,4,9,4,1,0,0,50,38,0
2490,21,10,4,0,4,0,0,0,15,38,0
2491,21,10,4,7,4,0,0,0,25,38,0
2492,21,9,4,7,4,1,0,0,35,38,0
2493,21,10,4,7,4,0,0,0,37,38,0
2494,21,9,4,9,4,0,0,0,40,38,0
2495,21,10,4,9,4,0,0,0,5,38,0
2496,21,9,4,4,4,1,0,0,65,38,0
2497,21,10,4,0,4,0,0,0,40,25,0
2498,21,10,4,7,4,1,0,0,15,38,0
2499,21,10,4,2,4,1,0,0,40,38,0
2500,21,10,2,7,4,1,0,0,40,38,0
2501,21,9,4,2,2,1,0,0,40,38,0
2502,21,9,4,2,4,1,0,0,40,38,0
2503,21,9,2,9,2,0,0,0,30,38,0
2504,21,7,4,8,4,0,0,0,40,25,0
2505,21,9,5,7,4,0,0,0,35,38,0
2506,21,10,2,2,4,1,0,0,54,38,0
2507,21,10,4,9,4,0,0,0,25,38,0
2508,21,9,4,9,4,0,0,0,40,38,0
2509,21,10,4,7,2,1,0,0,40,38,0
2510,21,9,4,5,4,1,0,0,20,38,0
2511,21,10,4,7,4,1,0,0,25,38,0
2512,21,13,4,9,1,1,0,0,25,38,0
2513,21,10,4,7,4,1,0,0,32,38,0
2514,21,10,4,11,2,0,0,0,30,38,0
2515,21,10,2,9,4,1,0,0,40,38,0
2516,21,10,4,0,1,1,0,0,20,38,0
2517,21,10,4,0,4,1,0,0,40,12,0
2518,21,9,4,13,2,1,0,0,40,38,0
2519,21,6,2,4,4,1,0,0,70,38,0
2520,21,9,4,0,2,0,0,0,35,22,0
2521,21,12,4,7,2,1,0,0,35,22,0
2522,21,10,4,2,4,1,0,0,70,38,0
2523,21,6,2,6,4,1,0,0,36,38,0
2524,21,10,4,5,4,1,0,0,20,38,0
2525,21,10,4,7,4,1,0,0,35,38,0
2526,21,10,4,11,4,1,0,0,40,38,0
2527,21,9,4,2,4,1,0,0,40,38,0
2528,21,9,2,4,4,1,0,0,40,38,0
2529,21,10,4,11,4,0,0,0,15,38,0
2530,21,10,4,12,4,0,0,0,25,6,0
2531,21,10,4,9,4,1,0,0,40,38,0
2532,21,10,4,0,4,0,0,0,10,38,0
2533,21,9,4,0,4,0,0,0,30,38,0
2534,21,9,4,11,4,1,0,0,45,38,0
2535,21,9,4,2,4,1,0,0,40,38,0
2536,21,10,4,9,4,1,0,0,40,38,0
2537,21,10,4,7,4,1,0,0,40,38,0
2538,21,12,4,9,4,1,0,0,55,38,0
2539,21,9,4,0,2,0,0,0,40,38,0
2540,21,9,4,0,4,0,0,0,35,38,0
2541,21,4,4,7,4,1,0,0,48,25,0
2542,21,9,4,3,4,0,0,0,40,38,0
2543,21,10,4,9,4,0,0,0,10,38,0
2544,21,10,4,7,4,0,0,0,35,38,0
2545,21,10,3,0,4,0,0,0,15,38,0
2546,21,10,4,6,4,1,0,0,40,38,0
2547,21,9,4,11,4,1,0,0,55,38,0
2548,21,10,4,11,4,1,0,0,20,38,0
2549,21,10,4,11,4,0,0,0,20,38,0
2550,21,13,4,7,4,0,0,0,20,38,0
2551,21,10,4,0,4,0,0,0,15,38,0
2552,21,10,4,7,4,0,0,0,30,38,0
2553,21,10,4,11,4,0,0,0,8,38,0
2554,21,10,4,9,4,0,0,0,25,38,0
2555,21,9,4,11,4,0,0,0,40,38,0
2556,21,10,4,7,4,0,0,0,10,38,0
2557,21,9,4,6,4,1,0,0,40,25,0
2558,21,10,4,0,4,0,0,0,12,38,0
2559,21,10,4,3,4,1,0,0,40,38,0
2560,21,10,4,0,4,1,0,0,40,38,0
2561,21,12,2,0,0,0,0,0,46,38,1
2562,21,9,4,0,4,1,0,0,40,38,0
2563,21,10,4,5,4,1,0,0,12,38,0
2564,21,10,4,9,4,0,0,0,40,38,0
2565,21,12,4,0,4,0,0,0,20,38,0
2566,21,9,4,5,4,1,0,0,40,38,0
2567,21,9,4,0,4,0,0,0,45,38,0
2568,21,10,4,9,4,0,0,0,35,38,0
2569,21,11,4,13,4,1,0,0,40,38,0
2570,21,10,4,7,4,0,0,0,40,38,0
2571,21,11,4,0,4,0,0,0,40,38,0
2572,21,9,4,7,4,0,0,0,50,38,0
2573,21,10,4,7,4,0,0,0,9,38,0
2574,21,10,2,0,4,1,0,0,40,38,0
2575,21,9,2,11,3,1,0,0,35,38,0
2576,21,10,4,7,4,1,0,0,30,38,0
2577,21,11,4,3,4,1,0,0,40,38,0
2578,21,10,4,3,4,1,0,0,40,38,0
2579,21,10,4,7,4,0,0,0,40,38,0
2580,21,9,4,11,4,1,0,0,40,38,0
2581,21,10,4,9,4,0,0,0,40,38,0
2582,21,8,4,0,2,1,0,0,25,38,0
2583,21,10,4,0,4,0,0,0,40,38,0
2584,21,10,4,7,4,0,0,0,14,38,0
2585,21,10,4,9,4,1,0,0,20,38,0
2586,21,10,4,7,4,0,0,0,25,10,0
2587,21,10,4,7,4,1,0,0,15,38,0
2588,21,10,4,7,4,1,0,0,24,38,0
2589,21,10,4,0,4,1,0,0,40,38,0
2590,21,10,4,11,4,0,0,0,25,38,0
2591,21,9,4,2,4,1,0,0,40,38,0
2592,21,9,4,0,4,1,0,0,40,38,0
2593,21,10,4,7,2,1,0,0,40,27,0
2594,21,9,4,4,4,1,0,0,53,38,0
2595,21,6,4,0,4,0,0,0,39,38,0
2596,21,4,4,4,4,1,0,0,40,38,0
2597,21,9,4,6,4,1,0,0,32,38,0
2598,21,10,4,3,4,0,0,0,30,38,0
2599,21,10,4,0,4,0,0,0,30,38,0
2600,21,10,4,0,4,0,0,0,40,38,0
2601,21,12,4,0,4,1,0,0,35,38,0
2602,21,10,4,7,4,1,0,0,30,38,0
2603,21,9,4,2,4,1,0,0,35,38,0
2604,21,10,4,11,4,0,0,0,20,38,0
2605,21,10,4,5,4,1,0,0,30,38,0
2606,21,10,4,0,2,0,0,0,20,38,0
2607,21,10,4,0,4,0,0,0,20,38,0
2608,21,9,4,9,4,1,0,0,60,38,0
2609,21,9,4,13,2,1,0,0,20,38,0
2610,21,10,4,7,4,1,0,0,30,38,0
2611,21,10,4,12,4,0,0,0,20,38,0
2612,21,10,4,2,4,0,0,0,40,38,0
2613,21,9,4,7,4,1,0,0,22,38,0
2614,21,9,4,6,4,1,0,0,40,38,0
2615,21,9,4,0,4,0,0,0,40,38,0
2616,21,1,4,4,4,1,0,0,50,25,0
2617,21,9,4,11,4,0,0,0,30,38,0
2618,21,9,5,6,4,1,0,0,40,38,0
2619,21,9,4,2,4,1,0,0,30,38,0
2620,21,10,4,5,4,0,0,0,40,38,0
2621,21,8,4,7,2,1,0,0,20,38,0
2622,21,9,4,11,4,0,0,0,33,38,0
2623,21,10,4,13,4,1,0,0,30,38,0
2624,21,10,4,7,4,1,0,0,40,38,0
2625,21,12,4,7,4,0,0,0,9,38,0
2626,21,10,4,11,2,1,0,0,25,38,0
2627,21,10,4,13,4,1,0,0,50,38,0
2628,21,10,4,11,4,0,0,0,20,38,0
2629,21,10,4,11,4,1,0,0,45,38,0
2630,21,10,4,3,4,0,0,0,40,38,0
2631,21,12,4,9,4,1,0,0,15,38,0
2632,21,3,4,8,4,0,0,0,40,25,0
2633,21,13,4,11,4,1,0,0,30,38,0
2634,21,10,4,8,4,0,0,0,40,38,0
2635,21,9,4,0,4,1,0,0,40,38,0
2636,21,6,2,6,4,1,0,0,50,38,0
2637,21,9,4,9,4,0,0,0,40,38,0
2638,21,10,4,9,2,1,0,0,20,38,0
2639,21,10,4,9,4,0,0,0,10,38,0
2640,21,10,4,0,4,1,0,0,40,38,0
2641,21,12,4,9,4,0,0,0,40,38,0
2642,21,9,4,5,4,0,0,0,40,38,0
2643,21,9,4,9,4,0,0,0,55,38,0
2644,21,9,4,7,4,1,0,0,40,38,0
2645,21,10,4,11,4,0,0,0,15,38,0
2646,21,9,4,6,4,0,0,0,40,38,0
2647,21,10,4,0,4,1,0,0,30,38,0
2648,21,9,4,6,4,1,0,0,40,38,0
2649,21,10,4,7,4,0,0,0,30,38,0
2650,21,9,4,7,4,0,0,0,40,38,0
2651,21,10,4,13,4,1,0,0,10,38,0
2652,21,12,4,11,4,1,0,0,40,38,0
2653,21,9,4,2,4,1,0,0,35,25,0
2654,21,11,4,2,4,1,0,0,40,38,0
2655,21,10,4,13,2,1,0,0,40,38,0
2656,21,9,4,5,4,1,0,0,40,38,0
2657,21,10,4,7,4,0,0,0,40,38,0
2658,21,9,2,0,4,1,0,0,40,38,0
2659,21,10,4,0,4,0,0,0,15,38,0
2660,21,12,4,7,4,0,0,0,30,38,0
2661,21,9,4,6,4,1,0,0,30,38,0
2662,21,9,2,9,4,0,0,0,35,38,0
2663,21,9,2,5,4,1,0,0,32,38,0
2664,21,9,4,13,4,1,0,0,40,38,0
2665,21,9,4,4,4,1,0,0,20,38,0
2666,21,9,2,2,4,1,0,0,40,38,0
2667,21,10,4,9,4,1,0,0,40,38,0
2668,21,10,4,12,4,0,0,0,50,38,0
2669,21,12,4,0,4,0,0,0,25,38,0
2670,21,5,3,5,4,1,0,0,40,38,0
2671,21,9,4,11,4,1,0,0,40,38,0
2672,21,9,4,0,4,0,0,0,25,38,0
2673,21,9,4,11,4,0,0,0,30,38,0
2674,21,9,4,7,4,1,0,0,35,38,0
2675,21,10,4,4,4,1,0,0,20,38,0
2676,21,4,4,6,4,1,0,0,40,38,0
2677,21,10,4,7,4,0,0,0,30,38,0
2678,21,9,4,7,4,1,0,0,40,38,0
2679,21,7,4,9,4,0,0,0,24,38,0
2680,21,7,4,2,4,1,0,0,35,38,0
2681,21,10,4,7,4,1,0,0,16,38,0
2682,21,9,4,2,4,0,0,0,30,38,0
2683,21,10,4,2,4,1,0,0,40,38,0
2684,21,9,4,9,4,0,0,0,10,38,0
2685,21,9,4,9,4,1,0,0,35,25,0
2686,21,9,4,7,4,0,0,0,40,38,0
2687,21,9,4,11,4,1,0,0,40,38,0
2688,21,10,4,9,4,1,0,0,48,38,0
2689,21,10,4,11,4,1,0,0,40,38,0
2690,21,10,4,9,4,0,0,0,40,38,0
2691,21,10,4,9,4,0,0,0,35,38,0
2692,21,12,4,0,4,0,0,0,8,38,0
2693,21,9,4,9,4,1,0,0,40,38,0
2694,21,9,4,2,4,1,0,0,40,38,0
2695,21,10,4,0,4,0,0,0,38,38,0
2696,21,10,4,9,4,1,0,0,10,38,0
2697,21,9,4,7,4,1,0,0,35,38,0
2698,21,9,0,11,4,0,0,0,40,38,0
2699,21,11,4,12,4,0,0,0,30,38,0
2700,21,10,4,0,4,1,0,0,40,38,0
2701,21,9,4,2,4,1,0,0,35,38,0
2702,21,7,2,2,4,1,0,0,40,25,0
2703,21,10,4,7,4,0,0,0,25,10,0
2704,21,9,2,9,4,1,0,0,40,25,1
2705,21,9,4,6,4,1,0,0,44,38,0
2706,21,10,4,7,4,1,0,0,40,38,0
2707,21,13,4,7,4,1,0,0,20,38,0
2708,21,9,4,2,4,1,0,0,40,38,0
2709,21,10,4,11,4,0,0,0,20,38,0
2710,21,9,4,5,4,1,0,0,35,38,0
2711,21,10,4,0,4,0,0,0,15,38,0
2712,21,10,4,7,2,1,0,0,20,38,0
2713,21,9,4,0,4,1,0,0,50,38,0
2714,21,9,0,6,4,1,0,0,40,38,0
2715,21,10,4,6,4,1,0,0,40,38,0
2716,21,10,4,7,4,1,0,0,35,38,0
2717,21,6,4,9,4,0,0,0,30,38,0
2718,21,10,4,6,4,0,0,0,70,38,0
2719,21,10,4,0,4,1,0,0,40,38,0
2720,21,10,4,7,4,1,0,0,15,38,0
2721,21,10,4,11,2,0,0,0,20,38,0
2722,21,11,4,7,4,0,0,0,40,38,0
2723,21,10,4,11,4,1,0,0,43,38,0
2724,21,10,4,0,4,1,0,0,65,38,0
2725,21,10,4,9,4,0,0,0,3,38,0
2726,21,10,4,9,4,1,0,0,30,38,0
2727,21,12,4,7,4,0,0,0,18,38,0
2728,21,10,4,9,4,1,0,0,40,38,0
2729,21,13,4,9,1,0,0,0,45,38,0
2730,21,11,4,7,4,1,0,0,30,38,0
2731,21,8,4,0,2,1,0,0,48,38,0
2732,21,9,4,7,4,0,0,0,30,38,0
2733,21,10,4,9,4,0,0,0,35,38,0
2734,21,9,2,2,4,1,0,0,37,38,0
2735,21,7,2,9,4,0,0,0,40,38,0
2736,21,10,4,2,4,1,0,0,40,38,0
2737,21,13,4,0,4,1,0,0,40,3,0
2738,21,9,4,7,2,0,0,0,35,38,0
2739,21,9,4,0,4,0,0,0,40,38,0
2740,21,10,4,11,4,1,0,0,10,38,0
2741,21,9,4,9,2,0,0,0,25,38,0
2742,21,9,4,0,4,0,0,0,40,38,0
2743,21,10,4,12,4,0,0,0,50,38,0
2744,21,9,4,2,2,1,0,0,32,38,0
2745,21,6,5,6,4,1,0,0,40,38,0
2746,21,10,4,7,4,0,0,0,35,38,0
2747,21,1,4,4,4,1,0,0,50,25,0
2748,21,9,4,6,4,1,0,0,40,38,0
2749,21,10,4,6,4,1,0,0,20,38,0
2750,21,9,4,2,4,1,0,0,40,38,0
2751,21,9,4,11,2,1,0,0,40,38,0
2752,21,9,4,0,4,0,0,0,44,38,0
2753,21,10,4,6,4,0,0,0,40,38,0
2754,21,10,4,5,4,1,0,0,40,38,0
2755,21,10,4,10,4,1,0,0,40,38,0
2756,21,9,4,2,2,1,0,0,40,38,0
2757,21,10,4,3,2,1,0,0,48,25,0
2758,21,9,4,0,4,0,0,0,40,38,0
2759,21,10,4,0,4,1,0,0,20,38,0
2760,21,9,4,4,4,1,0,0,40,38,0
2761,21,10,4,9,4,0,0,0,6,38,0
2762,21,4,4,2,4,1,0,0,40,38,0
2763,21,5,4,7,4,0,0,0,50,25,0
2764,21,10,4,2,4,1,0,0,40,38,0
2765,21,9,4,5,4,1,0,0,38,22,0
2766,21,9,4,7,4,1,0,0,40,38,0
2767,21,9,3,6,4,0,0,0,40,5,0
2768,21,9,2,6,4,1,0,0,40,38,0
2769,21,9,4,2,4,1,0,0,40,12,0
2770,21,9,4,9,4,0,0,0,40,38,0
2771,21,6,4,7,2,1,0,0,25,38,0
2772,21,9,4,6,2,0,0,0,40,38,0
2773,21,10,4,9,4,0,0,0,35,38,0
2774,21,10,4,9,4,0,0,0,40,38,0
2775,21,9,4,10,4,1,0,0,40,38,0
2776,21,9,4,7,4,1,0,0,40,38,0
2777,21,9,4,5,4,1,0,0,45,38,0
2778,21,10,4,9,4,1,0,0,20,38,0
2779,21,7,4,7,4,1,0,0,50,38,0
2780,21,10,4,9,4,0,0,0,8,38,0
2781,21,10,4,0,4,0,0,0,16,38,0
2782,21,10,4,9,1,1,0,0,40,35,0
2783,21,9,4,6,4,1,0,0,50,38,0
2784,21,10,4,11,4,1,0,0,40,38,0
2785,21,10,4,11,4,1,0,0,40,38,0
2786,21,9,2,0,4,1,0,0,40,38,0
2787,21,10,4,0,4,0,0,0,30,38,0
2788,21,9,4,11,4,1,0,0,50,38,0
2789,21,9,4,6,4,1,0,0,40,38,0
2790,21,10,4,9,4,0,0,0,28,38,0
2791,21,6,4,5,3,1,0,0,40,5,0
2792,21,9,4,0,4,1,0,0,40,38,0
2793,21,9,4,3,4,0,0,0,40,38,0
2794,21,5,4,13,4,1,0,0,40,38,0
2795,21,9,2,6,2,1,0,0,40,38,0
2796,21,9,4,7,4,0,0,0,20,38,0
2797,21,5,4,2,4,1,0,0,30,7,0
2798,21,9,4,2,4,1,0,0,40,38,0
